Rk;Player;Nacionalidad;Posicion;Equipo;Competicion;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;;CrdY;CrdR
912;Marvin Friedrich;de GER;DF;Gladbach;de Bundesliga;27;1995;24;17;1566;17.4;0;0;0;0;0;;1;0
913;Jeremie Frimpong;nl NED;DF;Leverkusen;de Bundesliga;22;2000;31;27;2251;25.0;9;7;16;9;0;;6;0
914;Jorge de Frutos;es ESP;FW,MF;Rayo Vallecano;es La Liga;26;1997;36;14;1549;17.2;2;0;2;2;0;;1;0
915;Chris Führich;de GER;FW,MF;Stuttgart;de Bundesliga;25;1998;34;33;2567;28.5;8;7;15;8;0;;2;0
916;Shiō Fukuda;jp JPN;FW,MF;Gladbach;de Bundesliga;19;2004;5;0;36;0.4;0;0;0;0;0;;0;0
917;Angelo Fulgini;fr FRA;MF;Lens;fr Ligue 1;26;1996;29;16;1376;15.3;1;2;3;1;0;;1;0
918;Niclas Füllkrug;de GER;FW;Werder Bremen;de Bundesliga;30;1993;2;2;180;2.0;0;0;0;0;0;;0;0
919;Niclas Füllkrug;de GER;FW;Dortmund;de Bundesliga;30;1993;29;27;2212;24.6;12;8;20;9;3;;1;0
920;Gerardo Fusco;it ITA;FW;Salernitana;it Serie A;18;2005;1;0;15;0.2;0;0;0;0;0;;0;0
921;Daniel Fuzato;br BRA;GK;Getafe;es La Liga;26;1997;1;0;7;0.1;0;0;0;0;0;;0;0
922;Matteo Gabbia;it ITA;DF;Milan;it Serie A;23;1999;18;14;1275;14.2;2;1;3;2;0;;5;0
923;Matteo Gabbia;it ITA;DF;Villarreal;es La Liga;23;1999;7;6;477;5.3;0;0;0;0;0;;2;0
924;Gianluca Gaetano;it ITA;FW,MF;Cagliari;it Serie A;23;2000;11;10;745;8.3;4;1;5;3;1;;1;1
925;Gianluca Gaetano;it ITA;MF;Napoli;it Serie A;23;2000;9;1;161;1.8;1;0;1;1;0;;1;0
926;Roberto Gagliardini;it ITA;MF,DF;Monza;it Serie A;29;1994;33;29;2360;26.2;1;2;3;1;0;;5;0
927;Cody Gakpo;nl NED;FW,MF;Liverpool;eng Premier League;24;1999;35;17;1649;18.3;8;5;13;8;0;;1;0
928;Javi Galán;es ESP;DF;Atlético Madrid;es La Liga;28;1994;5;0;88;1.0;0;0;0;0;0;;1;0
929;Javi Galán;es ESP;DF;Real Sociedad;es La Liga;28;1994;14;13;1075;11.9;0;1;1;0;0;;3;0
930;Iñigo Ruiz de Galarreta;es ESP;MF;Athletic Club;es La Liga;29;1993;29;25;2091;23.2;1;1;2;1;0;;7;0
931;Pablo Galdames Millán;cl CHI;MF,DF;Genoa;it Serie A;26;1996;2;0;11;0.1;0;0;0;0;0;;0;0
932;Conor Gallagher;eng ENG;MF;Chelsea;eng Premier League;23;2000;37;37;3128;34.8;5;7;12;5;0;;9;1
933;Antonino Gallo;it ITA;DF;Lecce;it Serie A;23;2000;35;30;2490;27.7;0;3;3;0;0;;2;0
934;Cristian Gamboa;cr CRC;DF;Bochum;de Bundesliga;33;1989;22;12;1187;13.2;0;1;1;0;0;;6;0
935;Kévin Gameiro;fr FRA;FW,MF;Strasbourg;fr Ligue 1;36;1987;27;15;1346;15.0;4;2;6;2;2;;0;0
936;Idrissa Gana Gueye;sn SEN;MF;Everton;eng Premier League;33;1989;25;24;1884;20.9;4;0;4;4;0;;8;0
937;Ignatius Ganago;cm CMR;FW,MF;Nantes;fr Ligue 1;24;1999;6;2;184;2.0;0;0;0;0;0;;0;0
938;Aleix García;es ESP;MF;Girona;es La Liga;26;1997;37;36;3199;35.5;3;6;9;3;0;;4;1
939;Álvaro García;es ESP;FW,MF;Rayo Vallecano;es La Liga;30;1992;32;30;2475;27.5;6;1;7;6;0;;8;1
940;Dani García;es ESP;MF;Athletic Club;es La Liga;33;1990;17;7;745;8.3;1;0;1;1;0;;4;0
941;David García;es ESP;DF;Osasuna;es La Liga;29;1994;27;27;2334;25.9;0;1;1;0;0;;5;0
942;Eric García;es ESP;DF;Barcelona;es La Liga;22;2001;2;0;57;0.6;0;0;0;0;0;;1;0
943;Eric García;es ESP;DF;Girona;es La Liga;22;2001;30;30;2637;29.3;5;0;5;5;0;;4;0
944;Fran Garcia;es ESP;DF;Real Madrid;es La Liga;23;1999;25;15;1398;15.5;1;5;6;1;0;;2;0
945;Francisco Jesús Crespo García;es ESP;FW;Las Palmas;es La Liga;27;1996;17;6;504;5.6;2;0;2;2;0;;1;0
946;Gonzalo García;es ESP;FW,MF;Real Madrid;es La Liga;19;2004;2;0;19;0.2;0;0;0;0;0;;0;0
947;Jastin García;es ESP;FW;Girona;es La Liga;19;2004;3;0;32;0.4;0;0;0;0;0;;0;0
948;Raúl García;es ESP;FW,MF;Athletic Club;es La Liga;37;1986;20;1;420;4.7;1;0;1;1;0;;3;0
949;Rubén García;es ESP;FW,MF;Osasuna;es La Liga;30;1993;30;19;1547;17.2;3;2;5;3;0;;1;0
950;Santiago García;es ESP;FW;Getafe;es La Liga;21;2001;1;0;25;0.3;0;0;0;0;0;;0;0
951;Ulisses Garcia;ch SUI;DF;Marseille;fr Ligue 1;27;1996;13;10;906;10.1;0;0;0;0;0;;0;0
952;Unai García;es ESP;DF;Osasuna;es La Liga;31;1992;9;6;560;6.2;1;0;1;1;0;;6;1
953;Alejandro Garnacho;ar ARG;FW;Manchester Utd;eng Premier League;19;2004;36;30;2565;28.5;7;4;11;7;0;;4;0
954;James Garner;eng ENG;MF;Everton;eng Premier League;22;2001;37;34;3004;33.4;1;2;3;1;0;;7;0
955;Luca Garritano;it ITA;MF,DF;Frosinone;it Serie A;29;1994;12;5;485;5.4;0;0;0;0;0;;1;0
956;Yarek Gasiorowski;es ESP;DF;Valencia;es La Liga;18;2005;14;7;735;8.2;0;0;0;0;0;;1;0
957;Johan Gastien;fr FRA;MF;Clermont Foot;fr Ligue 1;35;1988;28;28;2260;25.1;0;0;0;0;0;;7;0
958;Federico Gatti;it ITA;DF;Juventus;it Serie A;25;1998;32;30;2637;29.3;4;0;4;4;0;;7;0
959;Federico Gattoni;ar ARG;DF,FW;Sevilla;es La Liga;24;1999;2;0;10;0.1;0;0;0;0;0;;0;0
960;Gavi;es ESP;MF,FW;Barcelona;es La Liga;18;2004;12;10;944;10.5;1;1;2;1;0;;5;0
961;Paulo Gazzaniga;ar ARG;GK;Girona;es La Liga;31;1992;38;38;3420;38.0;0;0;0;0;0;;2;0
962;Yann Gboho;fr FRA;MF,FW;Toulouse;fr Ligue 1;22;2001;16;13;1193;13.3;3;2;5;3;0;;1;0
963;Dennis Geiger;de GER;MF;Hoffenheim;de Bundesliga;25;1998;3;0;64;0.7;0;0;0;0;0;;1;0
964;Gelabert;es ESP;MF,FW;Toulouse;fr Ligue 1;22;2000;16;10;754;8.4;1;2;3;1;0;;1;0
965;Francesco Gelli;it ITA;MF,DF;Frosinone;it Serie A;26;1996;27;16;1561;17.3;0;0;0;0;0;;3;0
966;Luca Gemello;it ITA;GK;Torino;it Serie A;23;2000;2;2;180;2.0;0;0;0;0;0;;0;0
967;Valentin Gendrey;fr FRA;DF;Lecce;it Serie A;23;2000;37;35;3044;33.8;2;3;5;2;0;;5;0
968;Denis Genreau;au AUS;MF,FW;Toulouse;fr Ligue 1;24;1999;9;5;464;5.2;0;0;0;0;0;;0;0
969;Yannick Gerhardt;de GER;MF,DF;Wolfsburg;de Bundesliga;29;1994;25;18;1630;18.1;2;1;3;2;0;;5;0
970;Anwar El Ghazi;nl NED;MF,DF;Mainz 05;de Bundesliga;28;1995;3;0;54;0.6;0;1;1;0;0;;0;0
971;Farés Ghedjemis;fr FRA;FW,MF;Frosinone;it Serie A;20;2002;6;1;182;2.0;0;0;0;0;0;;1;0
972;Saman Ghoddos;ir IRN;DF;Brentford;eng Premier League;29;1993;19;7;739;8.2;1;0;1;1;0;;5;0
973;Lautaro Gianetti;ar ARG;DF;Udinese;it Serie A;29;1993;7;7;630;7.0;1;0;1;1;0;;4;0
974;Morgan Gibbs-White;eng ENG;MF,FW;Nott'ham Forest;eng Premier League;23;2000;37;35;3156;35.1;5;10;15;4;1;;9;0
975;Samuel Gigot;fr FRA;DF;Marseille;fr Ligue 1;29;1993;21;20;1726;19.2;3;0;3;3;0;;7;1
976;Bryan Gil;es ESP;FW,MF;Tottenham;eng Premier League;22;2001;11;2;209;2.3;0;0;0;0;0;;0;0
977;David Gil;es ESP;GK;Cádiz;es La Liga;29;1994;5;4;372;4.1;0;0;0;0;0;;1;0
978;Mario Gila;es ESP;DF;Lazio;it Serie A;22;2000;21;21;1809;20.1;0;0;0;0;0;;4;1
979;Alfie Gilchrist;eng ENG;DF;Chelsea;eng Premier League;19;2003;11;2;207;2.3;1;0;1;1;0;;1;0
980;Billy Gilmour;sct SCO;MF;Brighton;eng Premier League;22;2001;30;24;2120;23.6;0;1;1;0;0;;8;1
981;Benedikt Gimber;de GER;DF;Heidenheim;de Bundesliga;26;1997;24;24;2021;22.5;1;1;2;1;0;;9;0
982;Gvidas Gineitis;lt LTU;MF;Torino;it Serie A;19;2004;14;4;538;6.0;0;0;0;0;0;;2;0
983;Matthias Ginter;de GER;DF;Freiburg;de Bundesliga;29;1994;23;22;1913;21.3;0;2;2;0;0;;3;0
984;Olivier Giroud;fr FRA;FW;Milan;it Serie A;36;1986;35;28;2363;26.3;15;8;23;11;4;;1;1
985;Jamie Gittens;eng ENG;FW,MF;Dortmund;de Bundesliga;18;2004;25;14;1058;11.8;1;4;5;1;0;;1;0
986;Klaus Gjasula;al ALB;DF,MF;Darmstadt 98;de Bundesliga;33;1989;22;17;1363;15.1;0;0;0;0;0;;7;1
987;Serge Gnabry;de GER;FW,MF;Bayern Munich;de Bundesliga;28;1995;10;5;432;4.8;3;1;4;3;0;;0;0
988;Ben Godfrey;eng ENG;DF;Everton;eng Premier League;25;1998;15;13;1120;12.4;0;0;0;0;0;;2;0
989;Edoardo Goldaniga;it ITA;DF;Cagliari;it Serie A;29;1993;13;12;1011;11.2;0;0;0;0;0;;3;0
990;Pierluigi Gollini;it ITA;GK;Napoli;it Serie A;28;1995;7;7;630;7.0;0;0;0;0;0;;0;0
991;Aleksandr Golovin;ru RUS;MF,FW;Monaco;fr Ligue 1;27;1996;25;25;2147;23.9;6;6;12;6;0;;8;1
992;André Gomes;pt POR;MF,FW;Everton;eng Premier League;30;1993;12;3;508;5.6;1;0;1;1;0;;4;0
993;Angel Gomes;eng ENG;MF;Lille;fr Ligue 1;22;2000;31;29;2571;28.6;0;8;8;0;0;;5;0
994;João Gomes;br BRA;MF;Wolves;eng Premier League;22;2001;34;32;2649;29.4;2;1;3;2;0;;11;0
995;Toti Gomes;pt POR;DF;Wolves;eng Premier League;24;1999;35;31;2772;30.8;1;3;4;1;0;;7;0
996;Joe Gomez;eng ENG;DF;Liverpool;eng Premier League;26;1997;32;17;1786;19.8;0;1;1;0;0;;5;0
997;Maxi Gómez;uy URU;FW;Cádiz;es La Liga;26;1996;31;12;1163;12.9;0;0;0;0;0;;2;0
998;Moi Gómez;es ESP;MF,FW;Osasuna;es La Liga;29;1994;28;23;2006;22.3;3;0;3;3;0;;3;0
999;Papu Gómez;ar ARG;MF,FW;Monza;it Serie A;35;1988;2;0;41;0.5;0;0;0;0;0;;0;0
1000;Sergio Gómez;es ESP;FW,MF;Manchester City;eng Premier League;22;2000;6;0;53;0.6;0;1;1;0;0;;0;0
1001;Unai Gómez;es ESP;MF;Athletic Club;es La Liga;20;2003;25;9;875;9.7;2;0;2;2;0;;1;0
1002;Iron Gomis;fr FRA;MF;Salernitana;it Serie A;23;1999;5;1;134;1.5;0;0;0;0;0;;0;0
1003;Maxime Gonalons;fr FRA;MF;Clermont Foot;fr Ligue 1;34;1989;21;17;1296;14.4;1;0;1;1;0;;4;0
1004;Édgar González;es ESP;DF,MF;Almería;es La Liga;26;1997;31;30;2522;28.0;2;0;2;2;0;;7;1
1005;Enso Gonzalez;py PAR;MF,DF;Wolves;eng Premier League;18;2005;1;0;1;0.0;0;0;0;0;0;;0;0
1006;Fabio González;es ESP;MF;Las Palmas;es La Liga;26;1997;6;1;123;1.4;0;0;0;0;0;;1;0
1007;Giovanni González;uy URU;DF;Mallorca;es La Liga;28;1994;34;27;2464;27.4;1;1;2;1;0;;6;0
1008;Hugo González;es ESP;MF,FW;Valencia;es La Liga;20;2003;9;0;87;1.0;0;1;1;0;0;;0;0
1009;Iñaki González;es ESP;MF;Las Palmas;es La Liga;19;2004;1;0;5;0.1;0;0;0;0;0;;0;0
1010;Joan Gonzàlez;es ESP;MF;Lecce;it Serie A;21;2002;29;13;1291;14.3;1;1;2;1;0;;6;0
1011;Nicolás González;ar ARG;FW;Fiorentina;it Serie A;25;1998;29;21;1913;21.3;12;2;14;11;1;;1;0
1012;Urko González;es ESP;MF;Real Sociedad;es La Liga;22;2001;5;2;156;1.7;0;0;0;0;0;;1;0
1013;Anthony Gordon;eng ENG;FW;Newcastle Utd;eng Premier League;22;2001;35;34;2890;32.1;11;10;21;10;1;;12;1
1014;Kaide Gordon;eng ENG;FW;Liverpool;eng Premier League;18;2004;1;0;1;0.0;0;0;0;0;0;;0;0
1015;Daniel Gore;eng ENG;MF;Manchester Utd;eng Premier League;18;2004;1;0;1;0.0;0;0;0;0;0;;0;0
1016;Leon Goretzka;de GER;MF;Bayern Munich;de Bundesliga;28;1995;30;25;2241;24.9;6;7;13;6;0;;3;0
1017;Mathieu Gorgelin;fr FRA;GK;Le Havre;fr Ligue 1;32;1990;1;1;90;1.0;0;0;0;0;0;;1;0
1018;Andoni Gorosabel;es ESP;DF;Alavés;es La Liga;26;1996;36;33;2854;31.7;1;0;1;1;0;;6;0
1019;Robin Gosens;de GER;DF,MF;Union Berlin;de Bundesliga;29;1994;30;27;2283;25.4;6;3;9;6;0;;9;1
1020;Mario Götze;de GER;MF;Eint Frankfurt;de Bundesliga;31;1992;30;23;2068;23.0;3;2;5;3;0;;5;1
1021;Amine Gouiri;dz ALG;FW,MF;Rennes;fr Ligue 1;23;2000;31;24;2067;23.0;7;3;10;7;0;;2;0
1022;Jeffrey Gouweleeuw;nl NED;DF;Augsburg;de Bundesliga;32;1991;30;29;2593;28.8;1;0;1;1;0;;7;0
1023;Pablo Gozalbez;es ESP;MF,FW;Valencia;es La Liga;22;2001;5;1;103;1.1;0;0;0;0;0;;0;0
1024;Jonathan Gradit;fr FRA;DF;Lens;fr Ligue 1;30;1992;26;26;2112;23.5;1;0;1;1;0;;9;1
1025;Jens Grahl;de GER;GK;Eint Frankfurt;de Bundesliga;34;1988;2;2;180;2.0;0;1;1;0;0;;0;0
1026;Samuel Grandsir;fr FRA;MF,FW;Le Havre;fr Ligue 1;26;1996;23;4;606;6.7;1;1;2;1;0;;4;2
1027;Alberto Grassi;it ITA;MF;Empoli;it Serie A;28;1995;27;22;1807;20.1;0;1;1;0;0;;6;1
1028;Ryan Gravenberch;nl NED;MF;Liverpool;eng Premier League;21;2002;26;12;1121;12.5;1;0;1;1;0;;0;0
1029;Ryan Gravenberch;nl NED;FW;Bayern Munich;de Bundesliga;21;2002;1;0;10;0.1;0;0;0;0;0;;1;0
1030;Adrian Grbić;at AUT;FW;Lorient;fr Ligue 1;26;1996;1;0;31;0.3;0;0;0;0;0;;0;0
1031;Ivo Grbić;hr CRO;GK;Sheffield Utd;eng Premier League;27;1996;9;9;771;8.6;0;0;0;0;0;;1;0
1032;Jack Grealish;eng ENG;FW,MF;Manchester City;eng Premier League;27;1995;20;10;1009;11.2;3;1;4;3;0;;6;0
1033;Mason Greenwood;eng ENG;MF,FW;Getafe;es La Liga;21;2001;33;30;2662;29.6;8;6;14;6;2;;6;1
1034;Michael Gregoritsch;at AUT;FW;Freiburg;de Bundesliga;29;1994;32;19;1682;18.7;7;4;11;7;0;;2;0
1035;Dominik Greif;sk SVK;GK;Mallorca;es La Liga;26;1997;1;1;90;1.0;0;0;0;0;0;;0;0
1036;Antoine Griezmann;fr FRA;FW,MF;Atlético Madrid;es La Liga;32;1991;33;31;2644;29.4;16;6;22;12;4;;5;0
1037;Vincenzo Grifo;it ITA;MF,FW;Freiburg;de Bundesliga;30;1993;32;29;2325;25.8;8;8;16;2;6;;3;0
1038;Florian Grillitsch;at AUT;DF,MF;Hoffenheim;de Bundesliga;27;1995;30;25;2295;25.5;1;6;7;1;0;;8;0
1039;Álex Grimaldo;es ESP;DF;Leverkusen;de Bundesliga;27;1995;33;31;2784;30.9;10;13;23;10;0;;1;0
1040;Christian Groß;de GER;DF,MF;Werder Bremen;de Bundesliga;34;1989;20;8;797;8.9;0;1;1;0;0;;1;0
1041;Pascal Groß;de GER;MF,DF;Brighton;eng Premier League;32;1991;36;34;3114;34.6;4;10;14;3;1;;6;0
1042;Brajan Gruda;de GER;MF,FW;Mainz 05;de Bundesliga;19;2004;28;19;1641;18.2;4;3;7;4;0;;5;0
1043;Ilia Gruev;bg BUL;MF;Werder Bremen;de Bundesliga;23;2000;1;0;4;0.0;0;0;0;0;0;;0;0
1044;Vicente Guaita;es ESP;GK;Celta Vigo;es La Liga;36;1987;27;26;2403;26.7;0;0;0;0;0;;2;0
1045;Andrés Guardado;mx MEX;MF;Betis;es La Liga;36;1986;12;4;447;5.0;0;0;0;0;0;;2;0
1046;Sergi Guardiola;es ESP;FW,MF;Cádiz;es La Liga;32;1991;22;1;495;5.5;1;1;2;1;0;;1;0
1047;Nemanja Gudelj;rs SRB;DF,MF;Sevilla;es La Liga;31;1991;22;20;1742;19.4;1;1;2;1;0;;7;0
1048;Gabriel Gudmundsson;se SWE;DF,FW;Lille;fr Ligue 1;24;1999;25;14;1267;14.1;1;0;1;1;0;;2;0
1049;Gonçalo Guedes;pt POR;FW,MF;Villarreal;es La Liga;26;1996;17;9;951;10.6;3;2;5;3;0;;0;0
1050;Axel Gueguin;fr FRA;DF,FW;Montpellier;fr Ligue 1;18;2005;3;1;132;1.5;0;0;0;0;0;;0;0
1051;Marc Guéhi;eng ENG;DF;Crystal Palace;eng Premier League;23;2000;25;23;2021;22.5;0;1;1;0;0;;2;0
1052;Mattéo Guendouzi;fr FRA;MF;Lazio;it Serie A;24;1999;33;27;2367;26.3;2;3;5;2;0;;3;1
1053;Mattéo Guendouzi;fr FRA;MF;Marseille;fr Ligue 1;24;1999;2;0;19;0.2;0;0;0;0;0;;0;0
1054;Javier Guerra;es ESP;MF;Valencia;es La Liga;20;2003;36;28;2498;27.8;4;1;5;4;0;;3;1
1055;Raphaël Guerreiro;pt POR;DF,MF;Bayern Munich;de Bundesliga;29;1993;20;13;1191;13.2;3;0;3;3;0;;2;0
1056;Axel Guessand;fr FRA;DF;Udinese;it Serie A;18;2004;1;0;45;0.5;0;0;0;0;0;;0;0
1057;Evann Guessand;ci CIV;FW;Nice;fr Ligue 1;22;2001;34;14;1553;17.3;6;0;6;4;2;;1;0
1058;Ander Guevara;es ESP;MF;Alavés;es La Liga;26;1997;37;33;2932;32.6;1;0;1;1;0;;7;0
1059;Pape Gueye;sn SEN;MF,DF;Marseille;fr Ligue 1;24;1999;15;9;765;8.5;1;0;1;1;0;;2;0
1060;Josuha Guilavogui;fr FRA;DF;Mainz 05;de Bundesliga;32;1990;11;5;409;4.5;0;1;1;0;0;;1;0
1061;Morgan Guilavogui;gn GUI;FW,MF;Lens;fr Ligue 1;25;1998;23;2;566;6.3;2;0;2;2;0;;1;0
1062;Frederic Guilbert;fr FRA;DF,MF;Strasbourg;fr Ligue 1;28;1994;32;29;2490;27.7;2;0;2;2;0;;3;0
1063;Hugo Guillamón;es ESP;MF;Valencia;es La Liga;23;2000;26;12;1315;14.6;1;0;1;1;0;;7;0
1064;Bruno Guimarães;br BRA;MF;Newcastle Utd;eng Premier League;25;1997;37;37;3263;36.3;7;8;15;7;0;;9;0
1065;Serhou Guirassy;gn GUI;FW;Stuttgart;de Bundesliga;27;1996;28;25;2208;24.5;28;3;31;24;4;;0;0
1066;Marc Guiu;es ESP;FW,MF;Barcelona;es La Liga;17;2006;3;1;74;0.8;1;0;1;1;0;;1;0
1067;Péter Gulácsi;hu HUN;GK;RB Leipzig;de Bundesliga;33;1990;13;13;1170;13.0;0;0;0;0;0;;0;0
1068;Manuel Gulde;de GER;DF;Freiburg;de Bundesliga;32;1991;27;23;2047;22.7;1;0;1;1;0;;5;1
1069;Arda Güler;tr TUR;FW,MF;Real Madrid;es La Liga;18;2005;10;4;377;4.2;6;0;6;6;0;;1;0
1070;Gerard Gumbau;es ESP;MF;Granada;es La Liga;28;1994;35;31;2674;29.7;0;3;3;0;0;;12;0
1071;Robert Gumny;pl POL;DF;Augsburg;de Bundesliga;25;1998;13;6;481;5.3;0;0;0;0;0;;3;0
1072;İlkay Gündoğan;de GER;MF;Barcelona;es La Liga;32;1990;36;33;2994;33.3;5;9;14;4;1;;5;0
1073;Christian Günter;de GER;DF;Freiburg;de Bundesliga;30;1993;15;13;1060;11.8;1;2;3;1;0;;1;0
1074;Jon Guridi;es ESP;MF;Alavés;es La Liga;28;1995;36;34;2678;29.8;3;4;7;3;0;;2;0
1075;Gorka Guruzeta;es ESP;FW;Athletic Club;es La Liga;26;1996;32;30;2217;24.6;14;5;19;14;0;;2;0
1076;Malo Gusto;fr FRA;DF;Chelsea;eng Premier League;20;2003;27;19;1751;19.5;0;6;6;0;0;;7;1
1077;Miguel Gutiérrez;es ESP;DF;Girona;es La Liga;22;2001;35;35;3032;33.7;2;7;9;2;0;;4;0
1078;Albert Guðmundsson;is ISL;FW,MF;Genoa;it Serie A;26;1997;35;34;3016;33.5;14;4;18;10;4;;4;0
1079;Joško Gvardiol;hr CRO;DF;Manchester City;eng Premier League;21;2002;28;26;2328;25.9;4;1;5;4;0;;3;0
1080;Emmanuel Gyasi;gh GHA;DF,FW;Empoli;it Serie A;29;1994;33;21;1879;20.9;1;2;3;1;0;;8;0
1081;Norbert Gyömbér;sk SVK;DF;Salernitana;it Serie A;31;1992;22;20;1760;19.6;0;0;0;0;0;;9;0
1082;Erling Haaland;no NOR;FW;Manchester City;eng Premier League;23;2000;31;29;2552;28.4;27;5;32;20;7;;1;0
1083;Nicolas Haas;ch SUI;MF;Empoli;it Serie A;27;1996;1;1;90;1.0;0;0;0;0;0;;1;0
1084;Janik Haberer;de GER;MF,DF;Union Berlin;de Bundesliga;29;1994;21;14;1221;13.6;1;1;2;1;0;;7;0
1085;Robin Hack;de GER;FW,MF;Gladbach;de Bundesliga;24;1998;29;14;1348;15.0;10;2;12;10;0;;2;0
1086;Antwoine Hackford;eng ENG;FW;Sheffield Utd;eng Premier League;19;2004;2;0;13;0.1;0;0;0;0;0;;0;0
1087;Munir El Haddadi;ma MAR;FW;Las Palmas;es La Liga;27;1995;38;32;2449;27.2;3;2;5;3;0;;3;0
1088;Jaouen Hadjam;dz ALG;DF;Nantes;fr Ligue 1;20;2003;8;0;112;1.2;0;0;0;0;0;;0;0
1089;Ianis Hagi;ro ROU;MF,FW;Alavés;es La Liga;24;1998;22;8;804;8.9;0;2;2;0;0;;3;0
1090;Amadou Haidara;ml MLI;MF;RB Leipzig;de Bundesliga;25;1998;21;19;1526;17.0;2;1;3;2;0;;5;0
1091;Massadio Haïdara;ml MLI;DF;Lens;fr Ligue 1;30;1992;18;7;741;8.2;0;1;1;0;0;;1;0
1092;Oualid El Hajjam;ma MAR;DF,MF;Le Havre;fr Ligue 1;32;1991;13;4;393;4.4;0;0;0;0;0;;1;0
1093;Achraf Hakimi;ma MAR;DF;Paris S-G;fr Ligue 1;24;1998;25;20;1932;21.5;4;5;9;4;0;;3;0
1094;Lewis Hall;eng ENG;DF;Newcastle Utd;eng Premier League;18;2004;18;8;781;8.7;1;0;1;1;0;;2;0
1095;Sébastien Haller;ci CIV;FW;Dortmund;de Bundesliga;29;1994;14;5;396;4.4;0;1;1;0;0;;2;0
1096;Gustavo Hamer;nl NED;MF;Sheffield Utd;eng Premier League;26;1997;36;34;2910;32.3;4;6;10;4;0;;9;0
1097;Andreas Hanche-Olsen;no NOR;DF;Mainz 05;de Bundesliga;26;1997;15;12;992;11.0;1;0;1;1;0;;5;0
1098;Isak Hansen-Aarøen;no NOR;MF;Werder Bremen;de Bundesliga;18;2004;3;0;27;0.3;0;0;0;0;0;;1;0
1099;Ridgeciano Haps;sr SUR;DF;Genoa;it Serie A;30;1993;16;7;773;8.6;0;1;1;0;0;;0;0
1100;Genki Haraguchi;jp JPN;MF;Stuttgart;de Bundesliga;32;1991;2;0;27;0.3;0;0;0;0;0;;0;0
1101;Amine Harit;ma MAR;MF,FW;Marseille;fr Ligue 1;26;1997;28;21;1821;20.2;1;2;3;1;0;;5;0
1102;Luke Harris;wls WAL;MF;Fulham;eng Premier League;18;2005;1;0;75;0.8;0;0;0;0;0;;0;0
1103;Jack Harrison;eng ENG;MF,FW;Everton;eng Premier League;26;1996;29;25;2214;24.6;3;3;6;3;0;;1;0
1104;Abdou Harroui;nl NED;MF,FW;Frosinone;it Serie A;25;1998;18;13;1019;11.3;3;3;6;2;1;;2;0
1105;Makoto Hasebe;jp JPN;DF,MF;Eint Frankfurt;de Bundesliga;39;1984;8;2;218;2.4;0;0;0;0;0;;1;0
1106;Daiki Hashioka;jp JPN;DF;Luton Town;eng Premier League;24;1999;10;6;595;6.6;0;0;0;0;0;;0;0
1107;Hans Hateboer;nl NED;DF;Atalanta;it Serie A;29;1994;23;10;1113;12.4;0;1;1;0;0;;5;0
1108;Pantelis Hatzidiakos;gr GRE;DF;Cagliari;it Serie A;26;1997;13;13;856;9.5;0;0;0;0;0;;1;0
1109;Kai Havertz;de GER;MF,FW;Arsenal;eng Premier League;24;1999;37;30;2634;29.3;13;7;20;12;1;;11;0
1110;Thorgan Hazard;be BEL;DF;Dortmund;de Bundesliga;30;1993;1;0;7;0.1;0;0;0;0;0;;0;0
1111;Jan Paul van Hecke;nl NED;DF;Brighton;eng Premier League;23;2000;28;26;2369;26.3;0;0;0;0;0;;4;0
1112;Hwang Hee-chan;kr KOR;FW,MF;Wolves;eng Premier League;27;1996;29;25;2119;23.5;12;3;15;11;1;;6;0
1113;Silvan Hefti;ch SUI;MF,DF;Genoa;it Serie A;25;1997;6;1;114;1.3;0;0;0;0;0;;0;0
1114;Silvan Hefti;ch SUI;DF,FW;Montpellier;fr Ligue 1;25;1997;11;9;711;7.9;0;1;1;0;0;;1;0
1115;Dominique Heintz;de GER;DF;Köln;de Bundesliga;29;1993;12;6;568;6.3;0;0;0;0;0;;0;0
1116;Dean Henderson;eng ENG;GK;Crystal Palace;eng Premier League;26;1997;18;18;1620;18.0;0;0;0;0;0;;2;0
1117;Liam Henderson;sct SCO;MF;Empoli;it Serie A;27;1996;1;0;5;0.1;0;0;0;0;0;;0;0
1118;Benjamin Henrichs;de GER;DF;RB Leipzig;de Bundesliga;26;1997;33;28;2526;28.1;1;5;6;1;0;;5;0
1119;Henrique;br BRA;DF;Lyon;fr Ligue 1;29;1994;11;6;607;6.7;1;0;1;1;0;;2;0
1120;Luis Henrique;br BRA;FW,DF;Marseille;fr Ligue 1;21;2001;15;8;784;8.7;1;0;1;1;0;;0;0
1121;Luiz Henrique;br BRA;FW;Betis;es La Liga;22;2001;14;6;616;6.8;0;3;3;0;0;;1;0
1122;Matheus Henrique;br BRA;MF;Sassuolo;it Serie A;25;1997;31;27;2501;27.8;2;2;4;2;0;;8;1
1123;Rico Henry;eng ENG;DF;Brentford;eng Premier League;26;1997;5;5;401;4.5;0;1;1;0;0;;1;0
1124;Thomas Henry;fr FRA;FW;Hellas Verona;it Serie A;28;1994;18;2;334;3.7;3;0;3;3;0;;2;2
1125;Christophe Hérelle;mq MTQ;DF;Metz;fr Ligue 1;30;1992;19;18;1617;18.0;0;0;0;0;0;;4;1
